,1.0,Timestamp,Which state are you in?,What city are you in,,I am a :,My race/ethnicity is:,My Age:,My Marital Status:,Education Level:,My Partner's race/ethnicity is:,My Partner's Age:,My Partner's Marital Status:,My Partner's Education Level:,Length of Time Together,Number of Dates (Monthly),Arrangement Questions [Are you Exclusive?],Arrangement Questions [Do you have more than one SR?],Arrangement Questions [Does your partner know your real Identity?],Arrangement Questions [Are your dates indoor only?],Arrangement Questions [Do you have overnight dates or travel together?],Arrangement Questions [Do you give or receive more for overnights or travel?],Arrangement Questions [Do you give or receive gifts on top of allowance?],Allowance Type:,PPM/Weekly Allowance Amount:,Allowance Amount: (Actual amount received or given. Not total budget. For gifts and experience only arrangements select how much spent on a monthly basis.),How happy are you with your current arrangement?,Are you satisfied with how much you receive or give financially?,Are you satisfied with how much time you spend together?,I feel I am getting enough effort/financial support from my partner for the money I spend/effort I put into the relationship?
188,189.0,9/4/2024 14:29:50,South Carolina,Columbia,,Sugar Daddy,White / Caucasian,26-35,Open Relationship,Some College,White / Caucasian,26-35,Open Relationship,Associate Degree,1-3 months,1-2,No,Yes,"Yes, No",No,No,Yes,Yes,Gifts and Experiences,,"$1k- $1,999",4,2,5,6
189,190.0,10/7/2024 15:26:38,South Carolina,Charleston,,Sugar Daddy,Black/African Descent,36-45,Single,Bachelor Degree,White / Caucasian,26-35,Single,High School Diploma,More than 1 year,1-2,No,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",5,5,5,5
190,191.0,10/9/2024 14:37:11,South Carolina,Charleston,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,46-55,Divorced,Bachelor Degree,Less than a month,3-4,No,No,Yes,No,Yes,No,No,Weekly Allowance,$400-$499,,3,3,5,3
191,192.0,11/10/2024 15:58:46,South Carolina,Mt. Pleasent,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,White / Caucasian,56-65,Divorced,Masters,7-9 months,5-6,Yes,No,Yes,No,Yes,No,Yes,Weekly Allowance,$400-$499,,10,10,10,10
192,193.0,11/18/2024 9:26:19,South Carolina,Sumter,,Sugar Daddy,White / Caucasian,26-35,Married,Some College,White / Caucasian,18-25,Single,Some College,1-3 months,3-4,Yes,No,Yes,No,No,No,Yes,Weekly Allowance,< $300,,8,5,7,7
193,194.0,11/18/2024 15:25:36,South Carolina,Myrtle beach,,Sugar Daddy,White / Caucasian,56-65,Single,Bachelor Degree,White / Caucasian,18-25,Single,High School Diploma,Less than a month,3-4,No,No,No,No,No,Yes,Yes,Pay Per Meet (PPM),< $300,,8,6,5,6
194,195.0,11/20/2024 19:00:52,South Carolina,Greenville,,Sugar Baby Female,Black/African Descent,18-25,Single,High School Diploma,White / Caucasian,46-55,Married,Masters,4-6 months,1-2,Yes,No,Yes,No,No,Yes,No,Pay Per Meet (PPM),$400-$499,,3,3,3,3
195,196.0,12/26/2024 19:36:07,South Carolina,Charleston,,Sugar Daddy,Mixed,36-45,Single,Doctorate,White / Caucasian,26-35,Single,Bachelor Degree,Less than a month,1-2,Yes,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$700-$799,,8,7,10,9
196,197.0,1/21/2024 7:01:09,Tennessee,Nashville,,Sugar Baby Female,White / Caucasian,36-45,Open Relationship,Some College,White / Caucasian,56-65,Divorced,Bachelor Degree,More than 1 year,1-2,No,Yes,No,No,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",5,4,9,7
197,198.0,1/29/2024 14:56:44,Tennessee,Clarksville,,Sugar Daddy,White / Caucasian,36-45,Separated,Bachelor Degree,White / Caucasian,36-45,Single,Bachelor Degree,1-3 months,3-4,No,Yes,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$300-$399,,9,7,9,6
198,199.0,1/29/2024 14:59:09,Tennessee,Clarksville,,Sugar Daddy,White / Caucasian,36-45,Separated,Bachelor Degree,White / Caucasian,36-45,Divorced,Bachelor Degree,1-3 months,1-2,No,Yes,Yes,Yes,No,No,No,Pay Per Meet (PPM),< $300,,8,10,3,10
199,200.0,1/29/2024 15:00:56,Tennessee,Clarksville,,Sugar Daddy,White / Caucasian,46-55,Separated,Bachelor Degree,White / Caucasian,26-35,Divorced,Some College,10-12 months,3-4,No,Yes,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,5,5,8,7
200,201.0,1/29/2024 15:02:47,Tennessee,Clarksville,,Sugar Daddy,White / Caucasian,36-45,Married,Bachelor Degree,White / Caucasian,26-35,Single,Some College,4-6 months,1-2,No,Yes,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,8,5,7,7
201,202.0,3/27/2024 23:53:28,Tennessee,Clarksville,,Sugar Baby Female,Black/African Descent,36-45,Single,Some College,Black/African Descent,56-65,Married,Bachelor Degree,10-12 months,3-4,No,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",1,1,1,1
202,203.0,3/30/2024 23:37:20,Tennessee,Knoxville,,Sugar Daddy,,46-55,Divorced,Bachelor Degree,White / Caucasian,26-35,Single,High School Diploma,More than 1 year,5-6,Yes,No,Yes,No,Yes,No,Yes,Gifts and Experiences,,"$2k-$2,999",10,10,10,10
203,204.0,4/20/2024 8:59:24,Tennessee,Nashville,,Sugar Daddy,White / Caucasian,46-55,Married,Masters,Latin / Hispanic,26-35,Single,Some College,Less than a month,3-4,No,Yes,Yes,No,No,No,Yes,Pay Per Meet (PPM),$700-$799,,5,3,4,5
204,205.0,5/21/2024 12:31:41,Tennessee,nashville,,Sugar Baby Female,White / Caucasian,26-35,Single,Associate Degree,White / Caucasian,36-45,Single,Bachelor Degree,1-3 months,1-2,No,No,Yes,No,No,No,Yes,Pay Per Meet (PPM),$500-$599,,5,5,8,8
205,206.0,5/21/2024 21:20:17,Tennessee,Knoxville,,Sugar Daddy,White / Caucasian,46-55,Divorced,High School Diploma,White / Caucasian,26-35,Single,High School Diploma,1-3 months,3-4,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$2k-$2,999",9,8,8,8
206,207.0,7/18/2024 9:12:52,Tennessee,Chattanooga,,Sugar Baby Female,White / Caucasian,18-25,Married,Bachelor Degree,Asian,26-35,Single,Masters,4-6 months,3-4,No,Yes,Yes,No,No,Yes,Yes,Weekly Allowance,$600-$699,,8,8,8,7
207,208.0,7/28/2024 21:35:18,Tennessee,Chattanooga,,Sugar Baby Female,White / Caucasian,18-25,Single,Associate Degree,White / Caucasian,36-45,Single,Doctorate,Less than a month,1-2,No,Yes,Yes,Yes,Yes,Yes,Yes,Gifts and Experiences,,"$1k- $1,999",5,4,5,3
208,209.0,8/8/2024 23:11:01,Tennessee,Nashville,,Sugar Daddy,White / Caucasian,46-55,Divorced,Some College,White / Caucasian,18-25,Single,Some College,Less than a month,3-4,No,Yes,Yes,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",5,5,5,5
209,210.0,8/18/2024 18:10:10,Tennessee,Tricities,,Sugar Daddy,White / Caucasian,66-75,Married,Bachelor Degree,White / Caucasian,26-35,Divorced,High School Diploma,More than 1 year,9-10,Yes,No,Yes,No,No,Yes,Yes,Weekly Allowance,"$1k - $1,999",,10,8,8,10
210,211.0,9/9/2024 15:17:50,Tennessee,Nashville,,Sugar Daddy,Asian,36-45,Married,Masters,Asian,18-25,Single,Some College,Less than a month,3-4,No,No,No,No,No,Yes,No,Pay Per Meet (PPM),$400-$499,,8,8,9,7
211,212.0,9/25/2024 22:53:02,Tennessee,Nashville,,Sugar Baby Female,White / Caucasian,36-45,Single,Some College,White / Caucasian,46-55,Married,Associate Degree,Less than a month,5-6,No,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,8,3,9,10
212,213.0,1/5/2025 1:19:20,Alabama,Elberta,,Sugar Baby Female,White / Caucasian,18-25,Single,High School Diploma,White / Caucasian,56-65,Divorced,Bachelor Degree,7-9 months,1-2,Yes,No,Yes,No,No,No,Yes,Monthly Allowance,,"$1k- $1,999",7,4,5,5
213,214.0,1/6/2025 7:52:01,North Carolina,Charlotte,,Sugar Baby Male,White / Caucasian,18-25,Single,Some College,White / Caucasian,26-35,Single,Bachelor Degree,1-3 months,1-2,No,No,Yes,No,No,No,No,Weekly Allowance,"$1k - $1,999",,4,3,8,5
214,215.0,1/8/2025 20:53:36,Florida,Miami,,Sugar Baby Female,Latin / Hispanic,36-45,Divorced,Masters,White / Caucasian,56-65,Married,Doctorate,More than 1 year,10+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Weekly Allowance,$800-$899,,9,9,10,10
215,216.0,1/12/2025 10:33:29,Kentucky,Louisville,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,,26-35,Single,Some College,More than 1 year,3-4,No,No,Yes,No,Yes,Yes,Yes,Weekly Allowance,$700-$799,,3,1,5,1
216,217.0,1/15/2025 2:52:58,Florida,A,,Sugar Daddy,White / Caucasian,26-35,Single,Bachelor Degree,Latin / Hispanic,18-25,Single,High School Diploma,Less than a month,1-2,Yes,No,Yes,No,Yes,No,No,Monthly Allowance,,"$1k- $1,999",5,5,5,5
217,218.0,1/15/2025 12:45:07,South Carolina,Greenville,,Sugar Baby Female,Latin / Hispanic,18-25,Single,Some College,White / Caucasian,46-55,Divorced,Bachelor Degree,Less than a month,1-2,Yes,No,Yes,Yes,Yes,Yes,Yes,Weekly Allowance,$500-$599,,5,2,7,2
218,219.0,1/16/2025 21:48:19,Tennessee,Memphis,,Sugar Daddy,White / Caucasian,46-55,Divorced,Doctorate,White / Caucasian,26-35,Single,Some College,1-3 months,1-2,No,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$400-$499,,7,7,9,7
219,220.0,1/16/2025 23:36:22,Florida,Destin,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,Asian,36-45,Divorced,Bachelor Degree,1-3 months,3-4,No,Yes,No,No,No,No,No,Pay Per Meet (PPM),$500-$599,,8,8,10,10
220,221.0,1/17/2025 13:20:03,Tennessee,Nashville,,Sugar Baby Male,White / Caucasian,36-45,Open Relationship,Bachelor Degree,White / Caucasian,66-75,Open Relationship,Bachelor Degree,Less than a month,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$2k-$2,999",5,5,5,5
221,222.0,1/17/2025 15:42:28,North Carolina,Greensbro,,Sugar Daddy,White / Caucasian,56-65,Separated,Bachelor Degree,White / Caucasian,18-25,Single,Some College,4-6 months,3-4,No,Yes,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$400-$499,,8,7,7,8
222,223.0,1/17/2025 21:05:38,Tennessee,Knoxville,,Sugar Baby Female,White / Caucasian,26-35,Single,Masters,White / Caucasian,46-55,Single,Bachelor Degree,1-3 months,3-4,Yes,No,Yes,Yes,Yes,No,Yes,Pay Per Meet (PPM),$400-$499,,5,5,5,5
223,224.0,1/18/2025 7:03:37,Florida,Bonifay,,Sugar Daddy,White / Caucasian,66-75,Widow,Some College,White / Caucasian,18-25,Single,High School Diploma,Less than a month,1-2,No,No,Yes,No,Yes,No,No,Pay Per Meet (PPM),$300-$399,,8,8,8,8
224,225.0,1/18/2025 19:28:52,Kentucky,lexington,,Sugar Daddy,White / Caucasian,46-55,Married,Masters,White / Caucasian,18-25,Single,Some College,1-3 months,3-4,Yes,No,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,6,7,5,6
225,226.0,1/19/2025 0:38:23,Tennessee,Nashville,,Sugar Baby Female,Black/African Descent,26-35,Single,High School Diploma,White / Caucasian,46-55,Single,Some College,4-6 months,5-6,Yes,No,Yes,"Yes, No",Yes,Yes,Yes,Monthly Allowance,,"$5k-$5,999",9,10,8,9
226,227.0,1/19/2025 3:43:05,Louisiana,Baton ROuge,,Sugar Daddy,White / Caucasian,26-35,Married,Bachelor Degree,White / Caucasian,18-25,Single,Some College,1-3 months,3-4,No,No,No,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,7,7,7,7
227,228.0,1/21/2025 18:44:49,Florida,Orlando,,Sugar Baby Female,Latin / Hispanic,26-35,Single,High School Diploma,Asian,26-35,Single,Bachelor Degree,4-6 months,5-6,Yes,No,Yes,No,Yes,No,No,Monthly Allowance,,"$1k- $1,999",5,7,7,6
228,229.0,1/23/2025 20:41:55,Alabama,Birmingham,,Sugar Baby Female,White / Caucasian,46-55,Open Relationship,High School Diploma,White / Caucasian,56-65,Married,Bachelor Degree,Less than a month,1-2,No,No,Yes,No,Yes,Yes,No,Pay Per Meet (PPM),"$1k - $1,999",,7,7,9,8
229,230.0,1/23/2025 21:03:08,Florida,Fort Lauderdale,,Sugar Baby Female,Black/Hispanic,26-35,Single,Masters,White / Caucasian,46-55,Single,Bachelor Degree,More than 1 year,7-8,Yes,No,Yes,No,Yes,Yes,Yes,Weekly Allowance,"$2k-$2,999",,9,9,8,10
230,231.0,1/24/2025 13:40:22,Florida,Tampa,,Sugar Daddy,East Indian,46-55,Single,Masters,,18-25,Single,Bachelor Degree,10-12 months,5-6,No,Yes,No,No,Yes,Yes,Yes,Monthly Allowance,,"$2k-$2,999",3,2,2,3
231,232.0,1/29/2025 14:29:44,North Carolina,Greensboro,,Sugar Baby Female,Black/African Descent,18-25,Single,Some College,White / Caucasian,56-65,Single,Masters,Less than a month,1-2,Yes,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),"$1k - $1,999",,9,9,9,9
232,233.0,1/30/2025 8:57:59,Florida,Miami,,Sugar Baby Female,Latin / Hispanic,26-35,Single,Associate Degree,White / Caucasian,36-45,Married,Doctorate,More than 1 year,1-2,Yes,No,Yes,Yes,No,No,No,Pay Per Meet (PPM),$900-$999,,2,1,1,1
233,234.0,2/4/2025 15:52:02,South Carolina,Camden,,Sugar Daddy,White / Caucasian,56-65,Married,Bachelor Degree,Latin / Hispanic,26-35,Married,High School Diploma,More than 1 year,5-6,Yes,No,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$300-$399,,5,8,2,2
234,235.0,2/5/2025 0:10:21,Tennessee,Knoxville,,Sugar Baby Female,Latin / Hispanic,26-35,Single,Some College,,46-55,Divorced,High School Diploma,1-3 months,5-6,No,Yes,No,No,No,Yes,Yes,Pay Per Meet (PPM),$500-$599,,6,5,5,5
235,236.0,2/6/2025 23:39:32,North Carolina,Burlington,,Sugar Daddy,White / Caucasian,46-55,Married,Masters,White / Caucasian,36-45,Married,Masters,7-9 months,3-4,Yes,No,No,Yes,No,No,No,Pay Per Meet (PPM),$300-$399,,6,6,6,6
236,237.0,2/9/2025 22:00:22,Georgia,Atlanta,,Sugar Baby Female,Black/African Descent,26-35,Single,Bachelor Degree,White / Caucasian,56-65,Divorced,Masters,1-3 months,3-4,No,No,No,No,Yes,Yes,Yes,Pay Per Meet (PPM),$400-$499,,10,8,8,8
237,238.0,2/10/2025 13:09:55,South Carolina,Anderson,,Sugar Daddy,White / Caucasian,66-75,Open Relationship,Bachelor Degree,Black/African Descent,26-35,Single,High School Diploma,Less than a month,1-2,Yes,No,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$300-$399,,6,6,7,7
238,239.0,2/11/2025 22:45:32,Florida,Miami,,Sugar Baby Female,Black/African Descent,18-25,Single,Doctorate,Asian,56-65,Single,Doctorate,1-3 months,3-4,No,Yes,Yes,No,No,No,Yes,Pay Per Meet (PPM),"$1k - $1,999",,7,10,7,10
239,240.0,2/13/2025 3:07:51,Tennessee,Nashville,,Sugar Baby Female,Latin / Hispanic,26-35,Single,Bachelor Degree,Latin / Hispanic,46-55,Married,Bachelor Degree,1-3 months,1-2,No,Yes,Yes,No,Yes,Yes,No,Pay Per Meet (PPM),$600-$699,,8,7,7,9
240,241.0,2/13/2025 18:31:29,Georgia,Augusta,,Sugar Daddy,East Indian,36-45,Married,Bachelor Degree,White / Caucasian,26-35,Single,Bachelor Degree,Less than a month,1-2,No,Yes,No,No,Yes,Yes,"Yes, No",Weekly Allowance,$300-$399,,8,8,8,7
241,242.0,2/18/2025 15:29:32,Georgia,Atlanta,,Sugar Baby Female,Black/African Descent,26-35,Single,Bachelor Degree,White / Caucasian,76+,Widow,High School Diploma,More than 1 year,5-6,No,No,Yes,No,Yes,No,Yes,Weekly Allowance,"$1k - $1,999",,6,1,10,1
242,243.0,2/21/2025 12:43:07,Louisiana,New Orleans,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,56-65,Single,Masters,4-6 months,1-2,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$2k-$2,999",8,6,9,7
243,244.0,2/22/2025 20:30:40,North Carolina,Charlotte,,Sugar Baby Female,Black/African Descent,26-35,Divorced,Bachelor Degree,Black/African Descent,46-55,Divorced,Masters,1-3 months,1-2,Yes,No,Yes,No,No,No,No,Pay Per Meet (PPM),$900-$999,,8,8,10,8
244,245.0,2/22/2025 22:37:20,Georgia,Atlanta,,Sugar Baby Female,Black/African Descent,18-25,Single,Some College,White / Caucasian,56-65,Single,Bachelor Degree,1-3 months,3-4,Yes,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$500-$599,,4,3,6,3
