,1.0,Timestamp,Which state are you in?,What city are you in,,I am a :,My race/ethnicity is:,My Age:,My Marital Status:,Education Level:,My Partner's race/ethnicity is:,My Partner's Age:,My Partner's Marital Status:,My Partner's Education Level:,Length of Time Together,Number of Dates (Monthly),Arrangement Questions [Are you Exclusive?],Arrangement Questions [Do you have more than one SR?],Arrangement Questions [Does your partner know your real Identity?],Arrangement Questions [Are your dates indoor only?],Arrangement Questions [Do you have overnight dates or travel together?],Arrangement Questions [Do you give or receive more for overnights or travel?],Arrangement Questions [Do you give or receive gifts on top of allowance?],Allowance Type:,PPM/Weekly Allowance Amount:,Allowance Amount: (Actual amount received or given. Not total budget. For gifts and experience only arrangements select how much spent on a monthly basis.),How happy are you with your current arrangement?,Are you satisfied with how much you receive or give financially?,Are you satisfied with how much time you spend together?,I feel I am getting enough effort/financial support from my partner for the money I spend/effort I put into the relationship?
194,195.0,11/25/2024 18:39:36,California,San Francisco,,Sugar Baby Female,Latin / Hispanic,26-35,Single,Some College,,56-65,Married,Masters,4-6 months,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),"$1k - $1,999",,10,10,10,10
195,196.0,11/25/2024 23:20:56,California,Los Angeles,,Sugar Baby Female,White / Caucasian,18-25,Single,Associate Degree,White / Caucasian,56-65,Single,Masters,Less than a month,5-6,No,No,No,No,No,No,Yes,Weekly Allowance,"$1k - $1,999",,3,3,7,8
196,197.0,11/27/2024 23:52:53,California,Jj,,Sugar Daddy,Asian,36-45,Married,Masters,Asian,36-45,Married,Masters,More than 1 year,3-4,No,No,No,No,No,No,No,Pay Per Meet (PPM),$300-$399,,9,6,9,9
197,198.0,12/1/2024 4:16:30,California,North Hollywood,,Sugar Baby Female,White / Caucasian,26-35,Single,Masters,White / Caucasian,46-55,Single,Bachelor Degree,Less than a month,3-4,No,No,No,Yes,No,Yes,No,Pay Per Meet (PPM),$500-$599,,5,5,5,5
198,199.0,12/4/2024 1:19:28,California,LA,,Sugar Baby Female,Middle Eastern,18-25,Single,Doctorate,Middle Eastern,46-55,Divorced,High School Diploma,1-3 months,3-4,No,No,Yes,Yes,Yes,Yes,No,Pay Per Meet (PPM),"$1k - $1,999",,7,6,5,7
199,200.0,12/7/2024 12:09:20,California,San Diego,,Sugar Daddy,East Indian,36-45,Married,Masters,Asian,18-25,Single,Bachelor Degree,4-6 months,3-4,No,Yes,Yes,No,Yes,No,Yes,Monthly Allowance,,"$3k-$3,999",7,10,5,5
200,201.0,12/9/2024 3:10:58,California,Costa mesa,,Sugar Daddy,Latin / Hispanic,26-35,Single,Some College,Asian,18-25,Single,Some College,More than 1 year,3-4,No,No,Yes,Yes,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,10,10,10,10
201,202.0,12/9/2024 3:24:51,California,Oakland,,Sugar Baby Female,Latin / Hispanic,18-25,Single,Associate Degree,East Indian,46-55,Divorced,Masters,Less than a month,3-4,No,Yes,Yes,No,Yes,No,No,Pay Per Meet (PPM),"$1k - $1,999",,8,9,9,9
202,203.0,12/10/2024 2:34:02,California,la,,Sugar Baby Female,Asian,18-25,Single,Bachelor Degree,Asian,46-55,Married,Bachelor Degree,1-3 months,3-4,No,No,No,No,Yes,Yes,No,Pay Per Meet (PPM),"$1k - $1,999",,10,10,10,10
203,204.0,12/12/2024 16:38:45,California,San jose,,Sugar Baby Female,Mixed,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Divorced,Some College,Less than a month,1-2,No,No,No,No,No,No,No,Weekly Allowance,< $300,,6,6,6,6
204,205.0,12/24/2024 11:21:56,California,Upland,,Sugar Daddy,Latin / Hispanic,46-55,Married,High School Diploma,Latin / Hispanic,36-45,Married,Bachelor Degree,More than 1 year,5-6,Yes,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,9,9,9,9
205,206.0,12/26/2024 5:12:56,California,Los Angeles,,Sugar Baby Female,Black/African Descent,26-35,Single,Bachelor Degree,White / Caucasian,56-65,Single,Masters,Less than a month,1-2,No,Yes,Yes,No,No,No,Yes,Gifts and Experiences,,"$1k- $1,999",6,5,5,4
206,207.0,12/28/2024 3:18:32,California,La,,Sugar Daddy,Mixed,36-45,Single,Masters,Mixed,26-35,Single,Masters,1-3 months,10+,No,No,No,No,No,No,No,Monthly Allowance,,"$4k-$4,999",1,2,1,1
207,208.0,12/29/2024 12:19:41,California,San diego,,Sugar Daddy,White / Caucasian,46-55,Widow,Masters,,26-35,Single,Masters,Less than a month,1-2,Yes,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,9,9,8,8
208,209.0,12/29/2024 14:17:24,California,San Jose,,Sugar Baby Female,Latin / Hispanic,26-35,Divorced,Associate Degree,White / Caucasian,36-45,Open Relationship,Bachelor Degree,1-3 months,3-4,No,No,Yes,No,No,No,Yes,Monthly Allowance,,"$5k-$5,999",7,7,10,7
209,210.0,12/30/2024 15:30:25,California,San Francisco,,Sugar Baby Female,Latin / Hispanic,18-25,Single,Bachelor Degree,White / Caucasian,36-45,Open Relationship,Bachelor Degree,7-9 months,3-4,No,Yes,No,No,Yes,Yes,Yes,Monthly Allowance,,"$6k-$6,999",5,5,8,5
210,211.0,1/1/2025 15:01:14,California,Los Angeles,,Sugar Daddy,Asian,56-65,Married,Masters,White / Caucasian,18-25,Single,Bachelor Degree,More than 1 year,1-2,Yes,No,No,No,No,Yes,Yes,Pay Per Meet (PPM),$800-$899,,10,10,10,10
211,212.0,1/3/2025 14:48:37,California,San jose,,Sugar Baby Female,Asian,36-45,Divorced,Doctorate,Asian,46-55,Single,Bachelor Degree,10-12 months,1-2,No,Yes,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),"$1k - $1,999",,6,6,5,6
212,213.0,1/21/2024 14:16:49,Oregon,Portland,,Sugar Daddy,White / Caucasian,46-55,Divorced,Bachelor Degree,Asian,18-25,Single,High School Diploma,7-9 months,1-2,No,Yes,No,No,No,No,No,Pay Per Meet (PPM),$400-$499,,5,8,7,7
213,214.0,1/21/2024 14:19:57,Oregon,Portland,,Sugar Daddy,White / Caucasian,46-55,Divorced,Bachelor Degree,Latin / Hispanic,18-25,Single,High School Diploma,7-9 months,1-2,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,7,8,8,7
214,215.0,1/28/2024 15:01:58,Oregon,Bend,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,56-65,Married,Masters,Less than a month,3-4,No,Yes,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$400-$499,,8,5,10,9
215,216.0,2/6/2024 2:02:40,Oregon,Portland,,Sugar Daddy,Latin / Hispanic,36-45,Separated,Bachelor Degree,White / Caucasian,18-25,Single,Bachelor Degree,More than 1 year,3-4,No,No,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$500-$599,,8,9,8,8
216,217.0,2/18/2024 18:09:48,Oregon,Beaverton,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,46-55,Divorced,Bachelor Degree,Less than a month,3-4,No,No,Yes,Yes,No,Yes,Yes,Pay Per Meet (PPM),$400-$499,,5,6,7,7
217,218.0,2/21/2024 2:45:20,Oregon,Portland Metro,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,,26-35,Single,Bachelor Degree,Less than a month,1-2,No,No,No,No,No,Yes,Yes,Weekly Allowance,$600-$699,,1,1,1,1
218,219.0,2/23/2024 7:41:36,Oregon,Portland,,Sugar Baby Female,Asian,36-45,Single,Associate Degree,,18-25,Single,Less than High School,Less than a month,1-2,"Yes, No",No,Yes,No,Yes,Yes,Yes,Gifts and Experiences,,"$1k- $1,999",5,5,5,5
219,220.0,2/29/2024 17:09:37,Oregon,Portland,,Sugar Daddy,White / Caucasian,46-55,Single,Masters,White / Caucasian,18-25,Single,High School Diploma,1-3 months,3-4,Yes,No,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$600-$699,,8,8,8,9
220,221.0,4/4/2024 19:57:02,Oregon,Portland,,Sugar Daddy,Mixed,26-35,Married,Some College,Asian,26-35,Married,High School Diploma,1-3 months,3-4,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",10,10,10,10
221,222.0,4/24/2024 13:56:30,Oregon,Portland,,Sugar Daddy,White / Caucasian,46-55,Single,Bachelor Degree,White / Caucasian,26-35,Single,High School Diploma,1-3 months,3-4,Yes,No,Yes,No,No,Yes,Yes,Weekly Allowance,$500-$599,,8,9,9,9
222,223.0,5/19/2024 16:34:05,Oregon,portland,,Sugar Baby Female,Mixed,18-25,Single,Associate Degree,,46-55,Divorced,Masters,4-6 months,3-4,Yes,"Yes, No",No,No,No,Yes,Yes,Pay Per Meet (PPM),$500-$599,,6,4,4,3
223,224.0,5/20/2024 19:24:20,Oregon,Portland,,Sugar Daddy,White / Caucasian,36-45,Single,Some College,,18-25,Single,Bachelor Degree,4-6 months,3-4,Yes,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,10,10,10,10
224,225.0,6/10/2024 1:27:01,Oregon,Portland,,Sugar Baby Female,White / Caucasian,36-45,Single,Masters,White / Caucasian,46-55,Single,Masters,Less than a month,3-4,"Yes, No",No,Yes,Yes,No,No,Yes,Monthly Allowance,,"$2k-$2,999",5,5,9,9
225,226.0,7/17/2024 10:11:08,Oregon,Portland,,Sugar Baby Female,White / Caucasian,18-25,Single,Bachelor Degree,White / Caucasian,66-75,Single,Some College,Less than a month,3-4,No,Yes,No,No,No,Yes,Yes,Monthly Allowance,,"$3k-$3,999",3,4,3,3
226,227.0,7/18/2024 14:47:10,Oregon,Portland,,Sugar Baby Female,White / Caucasian,26-35,Open Relationship,Some College,White / Caucasian,66-75,Divorced,Masters,1-3 months,3-4,No,No,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$500-$599,,6,5,8,4
227,228.0,7/25/2024 22:14:12,Oregon,Portland,,Sugar Baby Female,Latin / Hispanic,18-25,Open Relationship,Some College,,26-35,Open Relationship,Associate Degree,1-3 months,3-4,No,No,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$600-$699,,4,8,4,3
228,229.0,8/18/2024 22:27:37,Oregon,Portland,,Sugar Daddy,Asian,36-45,Single,Associate Degree,White / Caucasian,18-25,Single,Some College,Less than a month,3-4,No,No,Yes,No,Yes,Yes,No,Pay Per Meet (PPM),$300-$399,,10,10,10,10
229,230.0,9/2/2024 2:07:28,Oregon,portland,,Sugar Daddy,White / Caucasian,56-65,Single,Masters,White / Caucasian,18-25,Single,High School Diploma,10-12 months,9-10,No,Yes,Yes,No,Yes,No,Yes,Weekly Allowance,$600-$699,,10,10,10,10
230,231.0,9/2/2024 2:07:31,Oregon,Portland,,Sugar Baby Female,Latin / Hispanic,18-25,Divorced,High School Diploma,White / Caucasian,56-65,Single,High School Diploma,7-9 months,5-6,No,No,No,No,No,No,No,Pay Per Meet (PPM),$600-$699,,10,10,10,10
231,232.0,9/7/2024 11:28:23,Oregon,Portland,,Sugar Daddy,Latin / Hispanic,46-55,Married,Masters,,26-35,Single,Some College,1-3 months,1-2,No,No,No,No,Yes,No,Yes,Pay Per Meet (PPM),$400-$499,,8,8,8,8
232,233.0,9/24/2024 13:10:08,Oregon,Portland,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,56-65,Divorced,Bachelor Degree,4-6 months,3-4,No,Yes,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$500-$599,,9,9,9,10
233,234.0,9/25/2024 3:44:36,Oregon,portland,,Sugar Daddy,Asian,36-45,Married,Masters,Asian,26-35,Single,Bachelor Degree,1-3 months,3-4,No,No,No,No,No,No,No,Pay Per Meet (PPM),$500-$599,,7,7,7,7
234,235.0,10/4/2024 10:36:06,Oregon,Portland,,Sugar Daddy,White / Caucasian,36-45,Married,Some College,White / Caucasian,18-25,Single,Some College,Less than a month,1-2,No,Yes,No,Yes,No,No,No,Pay Per Meet (PPM),$500-$599,,10,10,10,10
235,236.0,10/14/2024 1:27:28,Oregon,Portland,,Sugar Daddy,White / Caucasian,36-45,Single,Some College,Mixed,26-35,Single,Some College,1-3 months,3-4,No,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,10,10,10,10
236,237.0,11/2/2024 17:54:03,Oregon,Eugene,,Sugar Baby Female,Asian,36-45,Single,High School Diploma,White / Caucasian,46-55,Single,Bachelor Degree,Less than a month,3-4,Yes,No,Yes,Yes,No,No,Yes,Monthly Allowance,,"$2k-$2,999",6,7,6,5
237,238.0,1/1/2025 3:26:52,Oregon,Portland,,Sugar Baby Female,Mixed,26-35,Single,High School Diploma,Middle Eastern,46-55,Single,Masters,Less than a month,1-2,No,No,No,No,No,No,No,Pay Per Meet (PPM),$400-$499,,5,5,5,5
238,239.0,1/21/2024 17:35:33,Washington,Puyallup,,Sugar Baby Female,White / Caucasian,36-45,Single,Some College,White / Caucasian,66-75,Widow,Masters,More than 1 year,3-4,Yes,No,Yes,No,No,No,Yes,Monthly Allowance,,"$2k-$2,999",10,7,7,7
239,240.0,1/27/2024 23:41:07,Washington,Seattle,,Sugar Daddy,East Indian,46-55,Married,Masters,White / Caucasian,26-35,Single,Some College,More than 1 year,1-2,Yes,No,Yes,Yes,No,No,"Yes, No",Pay Per Meet (PPM),$700-$799,,8,9,9,8
240,241.0,2/8/2024 17:50:07,Washington,Spokane,,Sugar Baby Female,White / Caucasian,26-35,Married,Bachelor Degree,White / Caucasian,66-75,Divorced,Masters,More than 1 year,1-2,No,No,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,8,9,9,10
241,242.0,2/13/2024 20:34:33,Washington,Everett,,Sugar Baby Male,White / Caucasian,18-25,Open Relationship,Bachelor Degree,White / Caucasian,18-25,Open Relationship,Bachelor Degree,10-12 months,1-2,No,No,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),"$1k - $1,999",,4,1,3,3
242,243.0,2/24/2024 22:07:59,Washington,Seattle,,Sugar Daddy,White / Caucasian,46-55,Single,Associate Degree,,18-25,Single,Some College,More than 1 year,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),"$1k - $1,999",,10,10,10,10
243,244.0,3/6/2024 23:52:51,Washington,Seattle,,Sugar Baby Female,White / Caucasian,18-25,Single,Bachelor Degree,White / Caucasian,36-45,Open Relationship,Bachelor Degree,4-6 months,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$3k-$3,999",7,7,6,7
244,245.0,3/29/2024 23:04:48,Washington,Seattle,,Sugar Daddy,East Indian,46-55,Married,Masters,White / Caucasian,26-35,Single,Masters,4-6 months,5-6,No,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$2k-$2,999",8,9,8,9
245,246.0,4/24/2024 19:06:54,Washington,Seattle,,Sugar Daddy,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,18-25,Single,Some College,1-3 months,1-2,No,No,Yes,No,No,No,"Yes, No",Pay Per Meet (PPM),$600-$699,,4,4,4,4
246,247.0,5/10/2024 10:30:41,Washington,Seattle,,Sugar Daddy,Asian,36-45,Divorced,Bachelor Degree,Mixed,26-35,Single,Some College,4-6 months,3-4,Yes,No,No,No,No,No,No,Monthly Allowance,,"$1k- $1,999",8,8,10,10
247,248.0,5/13/2024 7:50:56,Washington,Mercer Island,,Sugar Baby Female,Mixed,26-35,Single,Masters,White / Caucasian,46-55,Divorced,Doctorate,More than 1 year,5-6,No,Yes,Yes,No,Yes,Yes,Yes,Monthly Allowance,,$8-$8.999,8,7,8,8
248,249.0,6/16/2024 19:20:10,Washington,seattle,,Sugar Daddy,East Indian,46-55,Married,Bachelor Degree,East Indian,18-25,Single,Bachelor Degree,4-6 months,1-2,No,Yes,No,Yes,No,No,No,Pay Per Meet (PPM),$400-$499,,8,8,8,8
249,250.0,6/23/2024 23:47:01,Washington,Lacey,,Sugar Baby Female,White / Caucasian,26-35,Single,Associate Degree,White / Caucasian,46-55,Single,Masters,Less than a month,1-2,Yes,No,"Yes, No",No,No,No,Yes,Monthly Allowance,,"$3k-$3,999",9,9,9,9
250,251.0,7/2/2024 21:16:21,Washington,Seattle,,Sugar Daddy,Asian,26-35,Single,Masters,Asian,26-35,Single,Doctorate,4-6 months,3-4,Yes,Yes,Yes,No,No,No,"Yes, No",Pay Per Meet (PPM),$600-$699,,6,7,8,7
251,252.0,7/9/2024 14:23:02,Washington,Spokane,,Sugar Baby Female,White / Caucasian,18-25,Single,Masters,East Indian,36-45,Single,Doctorate,1-3 months,3-4,No,Yes,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),"$1k - $1,999",,6,9,7,8
252,253.0,7/16/2024 23:43:55,Washington,Seattle,,Sugar Baby Female,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,56-65,Single,Bachelor Degree,Less than a month,5-6,No,Yes,No,No,Yes,No,No,Pay Per Meet (PPM),$500-$599,,1,3,10,8
253,254.0,7/31/2024 12:10:20,Washington,seattle,,Sugar Baby Female,Asian,36-45,Single,Bachelor Degree,White / Caucasian,46-55,Widow,Bachelor Degree,1-3 months,3-4,No,No,Yes,No,No,No,No,Pay Per Meet (PPM),"$1k - $1,999",,7,7,7,8
254,255.0,7/31/2024 15:37:14,Washington,olympia,,Sugar Baby Female,Black/African Descent,18-25,Single,High School Diploma,Middle Eastern,26-35,Single,Masters,4-6 months,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$300-$399,,8,8,8,9
255,256.0,8/10/2024 23:19:24,Washington,Seattle,,Sugar Daddy,White / Caucasian,36-45,Divorced,Bachelor Degree,Black/African Descent,18-25,Single,High School Diploma,1-3 months,3-4,No,Yes,Yes,Yes,No,No,Yes,Monthly Allowance,,"$1k- $1,999",8,8,6,7
256,257.0,8/14/2024 2:28:29,Washington,Seattle,,Sugar Baby Female,South Asian,18-25,Single,Bachelor Degree,White / Caucasian,36-45,Married,Bachelor Degree,Less than a month,1-2,No,No,No,No,No,No,No,Pay Per Meet (PPM),"$1k - $1,999",,1,1,1,1
257,258.0,8/17/2024 23:47:52,Washington,Seattle,,Sugar Baby Female,Black/African Descent,18-25,Single,Some College,Latin / Hispanic,46-55,Married,Bachelor Degree,More than 1 year,10+,Yes,Yes,Yes,Yes,Yes,No,Yes,Gifts and Experiences,,"$1k- $1,999",4,1,3,1
258,259.0,9/15/2024 17:32:06,Washington,Bonney Lake,,Sugar Baby Female,White / Caucasian,26-35,Divorced,Some College,East Indian,36-45,Divorced,Masters,Less than a month,3-4,No,No,Yes,Yes,No,No,Yes,Weekly Allowance,< $300,,8,5,5,5
259,260.0,9/24/2024 13:08:09,Washington,Renton,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,Black/African Descent,46-55,Married,Bachelor Degree,4-6 months,1-2,No,Yes,Yes,No,No,No,No,Pay Per Meet (PPM),$400-$499,,7,2,6,4
260,261.0,9/24/2024 13:12:01,Washington,Renton,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,66-75,Married,Bachelor Degree,1-3 months,1-2,No,Yes,No,Yes,No,No,No,Pay Per Meet (PPM),$600-$699,,1,8,5,10
261,262.0,9/27/2024 9:41:37,Washington,Seattle,,Sugar Baby Female,White / Caucasian,46-55,Separated,Bachelor Degree,White / Caucasian,46-55,Divorced,Masters,1-3 months,1-2,No,Yes,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$800-$899,,9,9,9,9
262,263.0,10/2/2024 2:10:19,Washington,Seattle,,Sugar Daddy,White / Caucasian,56-65,Divorced,Masters,Latin / Hispanic,26-35,Single,Some College,10-12 months,1-2,No,No,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,9,7,7,7
263,264.0,10/3/2024 19:57:10,Washington,Vancouver,,Sugar Baby Female,White / Caucasian,26-35,Divorced,Bachelor Degree,White / Caucasian,46-55,Single,Bachelor Degree,Less than a month,3-4,No,Yes,No,Yes,No,Yes,No,Pay Per Meet (PPM),$300-$399,,4,4,9,1
264,265.0,10/16/2024 1:54:57,Washington,seattle,,Sugar Daddy,Asian,36-45,Married,Bachelor Degree,White / Caucasian,26-35,Single,High School Diploma,4-6 months,5-6,Yes,No,Yes,No,Yes,No,Yes,Weekly Allowance,$300-$399,,10,10,10,10
265,266.0,11/1/2024 17:43:20,Washington,Seattle,,Sugar Daddy,White / Caucasian,46-55,Married,Masters,,18-25,Single,High School Diploma,Less than a month,1-2,No,No,Yes,No,No,No,Yes,Pay Per Meet (PPM),$700-$799,,2,5,5,5
266,267.0,11/26/2024 12:47:32,Washington,Seattle,,Sugar Daddy,White / Caucasian,36-45,Married,Bachelor Degree,Mixed,36-45,Married,Masters,More than 1 year,1-2,No,Yes,No,No,Yes,Yes,Yes,Gifts and Experiences,,"$5k-$5,999",6,9,6,8
267,268.0,12/13/2024 3:54:27,Washington,seattle,,Sugar Baby Female,Mixed,18-25,Single,Associate Degree,White / Caucasian,36-45,Single,Bachelor Degree,4-6 months,3-4,No,Yes,Yes,No,Yes,No,No,Monthly Allowance,,"$4k-$4,999",8,7,8,8
268,269.0,12/31/2024 15:59:51,Washington,Seattle,,Sugar Daddy,White / Caucasian,76+,Married,Masters,White / Caucasian,26-35,Divorced,Bachelor Degree,10-12 months,1-2,No,Yes,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$700-$799,,9,9,9,10
269,270.0,1/4/2025 0:56:21,Washington,Seattle,,Sugar Baby Female,Asian,26-35,Single,Associate Degree,Asian,26-35,Single,Doctorate,1-3 months,5-6,Yes,No,Yes,No,No,No,No,Pay Per Meet (PPM),$700-$799,,10,10,10,10
270,271.0,1/5/2025 20:16:03,California,San Gabriel,,Sugar Baby Female,Asian,36-45,Divorced,Bachelor Degree,White / Caucasian,56-65,Single,Some College,4-6 months,3-4,No,Yes,Yes,Yes,No,No,Yes,Pay Per Meet (PPM),$400-$499,,5,5,10,1
271,272.0,1/7/2025 10:52:10,California,Santa Barbara,,Sugar Daddy,White / Caucasian,56-65,Divorced,Masters,White / Caucasian,26-35,Single,Bachelor Degree,More than 1 year,1-2,No,Yes,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),$300-$399,,9,9,8,9
272,273.0,1/9/2025 0:48:10,California,Santa Clara,,Sugar Baby Male,Latin / Hispanic,26-35,Single,Some College,White / Caucasian,36-45,Single,Bachelor Degree,10-12 months,1-2,No,No,No,No,No,No,No,Weekly Allowance,< $300,,5,5,5,5
273,274.0,1/10/2025 0:21:46,California,Los Angeles,,Sugar Daddy,Asian,36-45,Married,Doctorate,White / Caucasian,18-25,Single,High School Diploma,10-12 months,1-2,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$6k-$6,999",6,5,3,3
274,275.0,1/10/2025 16:52:12,California,San diego,,Sugar Daddy,White / Caucasian,56-65,Married,Doctorate,Asian,26-35,Single,Some College,4-6 months,5-6,No,Yes,Yes,Yes,Yes,No,No,Pay Per Meet (PPM),$300-$399,,7,7,7,5
275,276.0,1/10/2025 21:43:03,California,Costa mesa,,Sugar Daddy,Latin / Hispanic,26-35,Single,Some College,East Indian,26-35,Single,Bachelor Degree,Less than a month,1-2,No,No,No,Yes,No,Yes,No,Pay Per Meet (PPM),$300-$399,,8,8,8,8
276,277.0,1/14/2025 9:32:59,Oregon,Portland,,Sugar Daddy,Asian,36-45,Single,Masters,Mixed,36-45,Single,Bachelor Degree,Less than a month,1-2,No,No,Yes,No,No,No,No,Pay Per Meet (PPM),$500-$599,,4,6,5,4
277,278.0,1/14/2025 23:25:54,Washington,Vancouver,,Sugar Daddy,White / Caucasian,36-45,Open Relationship,Bachelor Degree,White / Caucasian,36-45,Open Relationship,High School Diploma,More than 1 year,5-6,Yes,No,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),< $300,,7,7,7,7
278,279.0,1/15/2025 18:07:37,California,Los Angeles,,Sugar Baby Female,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,46-55,Single,Bachelor Degree,Less than a month,3-4,No,Yes,No,No,No,No,No,Pay Per Meet (PPM),< $300,,2,3,3,2
279,280.0,1/16/2025 13:49:16,California,Palo Alto,,Sugar Baby Female,White / Caucasian,26-35,Single,Doctorate,Asian,46-55,Married,Doctorate,More than 1 year,3-4,No,No,Yes,No,Yes,Yes,No,Monthly Allowance,,"$6k-$6,999",10,10,10,10
280,281.0,1/16/2025 21:59:11,California,Oakland,,Sugar Baby Female,Asian,26-35,Single,Some College,White / Caucasian,36-45,Married,Bachelor Degree,4-6 months,10+,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$4k-$4,999",10,10,10,10
281,282.0,1/17/2025 2:25:55,Oregon,Portland,,Sugar Baby Female,White / Caucasian,18-25,Single,Bachelor Degree,Mixed,46-55,Married,Doctorate,4-6 months,7-8,Yes,No,Yes,Yes,No,No,No,Monthly Allowance,,"$2k-$2,999",2,3,1,1
282,283.0,1/17/2025 23:34:49,California,Los Angeles,,Sugar Baby Female,Black/African Descent,36-45,Single,Some College,White / Caucasian,46-55,Single,Masters,4-6 months,3-4,Yes,No,Yes,No,Yes,Yes,Yes,Weekly Allowance,$800-$899,,9,7,8,8
283,284.0,1/23/2025 15:13:42,California,Los Angeles,,Sugar Baby Female,Latin / Hispanic,18-25,Single,Bachelor Degree,White / Caucasian,36-45,Single,Bachelor Degree,4-6 months,5-6,No,Yes,Yes,No,Yes,"Yes, No",Yes,Pay Per Meet (PPM),$500-$599,,5,10,6,10
284,285.0,1/24/2025 13:32:43,California,anaheim,,Sugar Daddy,White / Caucasian,56-65,Single,Masters,Asian,18-25,Single,High School Diploma,1-3 months,3-4,No,No,No,Yes,No,Yes,Yes,Pay Per Meet (PPM),$500-$599,,7,6,6,6
285,286.0,1/24/2025 15:15:10,California,Yuba City,,Sugar Daddy,White / Caucasian,56-65,Separated,Masters,White / Caucasian,26-35,Single,Some College,4-6 months,3-4,No,No,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$400-$499,,8,9,9,9
286,287.0,1/24/2025 19:29:22,California,Rosemead,,Sugar Daddy,Latin / Hispanic,36-45,Divorced,Associate Degree,Asian,18-25,Single,High School Diploma,4-6 months,1-2,No,Yes,No,Yes,No,No,No,Pay Per Meet (PPM),< $300,,7,8,8,8
287,288.0,1/28/2025 4:08:41,California,San Diego,,Sugar Daddy,White / Caucasian,46-55,Single,Some College,Pacific Islander,26-35,Single,High School Diploma,More than 1 year,3-4,Yes,No,Yes,No,No,No,Yes,Pay Per Meet (PPM),$500-$599,,8,9,9,9
288,289.0,1/29/2025 19:56:23,California,San Ramon,,Sugar Daddy,East Indian,36-45,Open Relationship,Masters,Mixed,36-45,Open Relationship,Masters,Less than a month,3-4,No,No,No,No,No,Yes,Yes,Monthly Allowance,,"$3k-$3,999",7,8,8,9
289,290.0,1/31/2025 21:31:44,California,Rancho Cucamonga,,Sugar Daddy,White / Caucasian,36-45,Married,Some College,,18-25,Single,Some College,4-6 months,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$300-$399,,8,10,7,6
290,291.0,2/4/2025 2:13:40,Washington,Everett,,Sugar Baby Female,White / Caucasian,26-35,Open Relationship,Associate Degree,White / Caucasian,46-55,Married,Some College,7-9 months,5-6,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,10,9,8,10
291,292.0,2/4/2025 2:16:03,Washington,Everett,,Sugar Baby Female,White / Caucasian,26-35,Open Relationship,Associate Degree,White / Caucasian,56-65,Divorced,Bachelor Degree,4-6 months,10+,No,Yes,Yes,No,Yes,Yes,Yes,Weekly Allowance,"$1k - $1,999",,7,7,6,6
