,1.0,Timestamp,Which state are you in?,What city are you in,,I am a :,My race/ethnicity is:,My Age:,My Marital Status:,Education Level:,My Partner's race/ethnicity is:,My Partner's Age:,My Partner's Marital Status:,My Partner's Education Level:,Length of Time Together,Number of Dates (Monthly),Arrangement Questions [Are you Exclusive?],Arrangement Questions [Do you have more than one SR?],Arrangement Questions [Does your partner know your real Identity?],Arrangement Questions [Are your dates indoor only?],Arrangement Questions [Do you have overnight dates or travel together?],Arrangement Questions [Do you give or receive more for overnights or travel?],Arrangement Questions [Do you give or receive gifts on top of allowance?],Allowance Type:,PPM/Weekly Allowance Amount:,Allowance Amount: (Actual amount received or given. Not total budget. For gifts and experience only arrangements select how much spent on a monthly basis.),How happy are you with your current arrangement?,Are you satisfied with how much you receive or give financially?,Are you satisfied with how much time you spend together?,I feel I am getting enough effort/financial support from my partner for the money I spend/effort I put into the relationship?
187,188.0,12/26/2024 13:12:47,Ohio,Cincinnati,,Sugar Daddy,White / Caucasian,56-65,Married,Masters,White / Caucasian,18-25,Single,Some College,4-6 months,3-4,Yes,No,Yes,No,No,No,Yes,Monthly Allowance,,"$2k-$2,999",7,10,6,7
188,189.0,12/27/2024 0:46:40,Ohio,Toledo,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,56-65,Married,Doctorate,1-3 months,5-6,Yes,No,Yes,Yes,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",8,10,10,10
189,190.0,12/11/2024 20:56:18,South Dakota,Watertown,,Sugar Daddy,White / Caucasian,56-65,Separated,Bachelor Degree,White / Caucasian,36-45,Married,Bachelor Degree,10-12 months,1-2,No,Yes,Yes,No,"Yes, No",Yes,No,Pay Per Meet (PPM),$500-$599,,7,7,4,7
190,191.0,5/16/2024 23:29:57,Wisconsin,Milwaukee,,Sugar Baby Female,Latin / Hispanic,18-25,Single,Some College,Latin / Hispanic,56-65,Open Relationship,Bachelor Degree,4-6 months,9-10,Yes,No,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$900-$999,,5,6,10,10
191,192.0,6/12/2024 9:19:21,Wisconsin,Milwaukee,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,56-65,Divorced,Associate Degree,More than 1 year,5-6,Yes,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,$10k or more,5,5,5,3
192,193.0,6/21/2024 21:23:05,Wisconsin,Fond du lac,,Sugar Baby Female,White / Caucasian,18-25,Open Relationship,High School Diploma,White / Caucasian,26-35,Single,High School Diploma,Less than a month,3-4,Yes,No,No,Yes,No,Yes,Yes,Pay Per Meet (PPM),$300-$399,,8,10,10,10
193,194.0,6/30/2024 23:34:26,Wisconsin,Green Bay,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,Mixed,46-55,Divorced,Masters,Less than a month,3-4,No,No,Yes,Yes,No,Yes,Yes,Pay Per Meet (PPM),$300-$399,,7,7,8,8
194,195.0,7/28/2024 19:05:07,Wisconsin,Madison,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,White / Caucasian,46-55,Divorced,Bachelor Degree,1-3 months,1-2,No,Yes,No,No,No,No,Yes,Pay Per Meet (PPM),$500-$599,,3,3,7,4
195,196.0,8/11/2024 0:35:06,Wisconsin,De pere,,Sugar Daddy,White / Caucasian,36-45,Married,Masters,Black/African Descent,18-25,Single,Some College,Less than a month,1-2,No,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",10,10,5,10
196,197.0,8/24/2024 5:40:20,Wisconsin,Milwaukee,,Sugar Daddy,Latin / Hispanic,18-25,Single,High School Diploma,Latin / Hispanic,18-25,Single,High School Diploma,1-3 months,1-2,No,No,Yes,Yes,Yes,Yes,Yes,Weekly Allowance,< $300,,5,5,8,5
197,198.0,11/10/2024 19:35:10,Wisconsin,Fond du lac,,Sugar Daddy,White / Caucasian,36-45,Single,Bachelor Degree,White / Caucasian,26-35,Single,Some College,Less than a month,10+,Yes,No,Yes,No,Yes,No,No,Pay Per Meet (PPM),$300-$399,,1,5,5,5
198,199.0,11/14/2024 1:57:32,Wisconsin,Green Bay,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,,36-45,Single,Bachelor Degree,4-6 months,3-4,Yes,No,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$500-$599,,3,3,3,3
199,200.0,11/18/2024 21:43:48,Wisconsin,Milwaukee,,Sugar Daddy,White / Caucasian,26-35,Separated,Associate Degree,White / Caucasian,26-35,Single,Associate Degree,1-3 months,3-4,Yes,No,Yes,No,No,No,Yes,Gifts and Experiences,,"$1k- $1,999",5,4,2,1
200,201.0,12/21/2024 9:05:00,Wisconsin,Madison,,Sugar Daddy,White / Caucasian,36-45,Married,Masters,White / Caucasian,18-25,Single,High School Diploma,Less than a month,1-2,No,No,Yes,No,No,Yes,Yes,Monthly Allowance,,"$1k- $1,999",9,9,9,9
201,202.0,1/7/2025 13:07:34,Ohio,Cleveland,,Sugar Daddy,White / Caucasian,36-45,Married,Some College,Black/African Descent,26-35,Single,High School Diploma,1-3 months,1-2,Yes,No,No,No,Yes,Yes,Yes,Pay Per Meet (PPM),$300-$399,,10,9,7,9
202,203.0,1/8/2025 12:27:11,Illinois,Chicago,,Sugar Daddy,White / Caucasian,36-45,Married,Doctorate,Latin / Hispanic,18-25,Single,Some College,4-6 months,5-6,Yes,No,Yes,No,Yes,No,Yes,Weekly Allowance,$500-$599,,10,10,10,10
203,204.0,1/9/2025 0:04:37,Kansas,Kansas,,Sugar Baby Female,Black/African Descent,18-25,Single,Some College,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,1-2,No,No,No,No,No,No,No,Pay Per Meet (PPM),$700-$799,,5,4,4,7
204,205.0,1/11/2025 14:16:06,Missouri,St. Louis,,Sugar Daddy,White / Caucasian,36-45,Married,Bachelor Degree,White / Caucasian,26-35,Single,Some College,Less than a month,3-4,No,No,No,Yes,No,No,Yes,Pay Per Meet (PPM),< $300,,10,10,10,10
205,206.0,1/11/2025 14:23:44,Indiana,Indianapolis,,Sugar Baby Female,White / Caucasian,36-45,Single,Masters,White / Caucasian,56-65,Married,Bachelor Degree,7-9 months,3-4,Yes,No,Yes,Yes,No,No,No,Monthly Allowance,,"$2k-$2,999",6,4,3,7
206,207.0,1/13/2025 12:24:13,Ohio,Columbus,,Sugar Baby Female,White / Caucasian,18-25,Single,Bachelor Degree,White / Caucasian,26-35,Single,Masters,1-3 months,3-4,No,No,Yes,No,Yes,Yes,Yes,Monthly Allowance,,"$1k- $1,999",10,10,10,10
207,208.0,1/13/2025 13:13:31,Illinois,Chicago,,Sugar Baby Female,Black/African Descent,26-35,Single,Some College,White / Caucasian,56-65,Divorced,Doctorate,4-6 months,1-2,No,No,Yes,No,Yes,No,Yes,Weekly Allowance,"$1k - $1,999",,10,10,10,10
208,209.0,1/15/2025 14:40:35,Illinois,Zion,,Sugar Baby Female,White / Caucasian,26-35,Single,Associate Degree,Middle Eastern,46-55,Single,Doctorate,1-3 months,3-4,Yes,No,Yes,No,No,No,No,Pay Per Meet (PPM),$500-$599,,3,3,8,3
209,210.0,1/17/2025 2:09:14,Iowa,Davenport,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,,36-45,Single,Bachelor Degree,1-3 months,3-4,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,7,6,7,6
210,211.0,1/19/2025 23:55:58,Ohio,Cincinnati,,Sugar Daddy,White / Caucasian,46-55,Married,Some College,White / Caucasian,18-25,Single,High School Diploma,More than 1 year,1-2,Yes,No,Yes,Yes,No,No,Yes,Weekly Allowance,"$2k - $2,999",,8,6,1,4
211,212.0,1/23/2025 21:35:04,South Dakota,Aberdeen,,Sugar Daddy,White / Caucasian,56-65,Separated,Bachelor Degree,White / Caucasian,36-45,Divorced,Some College,1-3 months,1-2,No,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,8,8,7,7
212,213.0,1/23/2025 21:57:21,Illinois,Chicago,,Sugar Baby Female,White / Caucasian,18-25,Single,Some College,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,3-4,No,No,Yes,No,No,Yes,Yes,Pay Per Meet (PPM),$800-$899,,8,8,8,8
213,214.0,1/24/2025 16:45:58,Illinois,Chicago,,Sugar Daddy,White / Caucasian,56-65,Married,Masters,White / Caucasian,26-35,Single,High School Diploma,More than 1 year,5-6,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$1k- $1,999",8,8,8,9
214,215.0,1/27/2025 23:54:50,Indiana,Noblesville,,Sugar Baby Female,Black/African Descent,18-25,Single,Some College,White / Caucasian,36-45,Single,Some College,Less than a month,3-4,Yes,No,Yes,Yes,No,No,Yes,Monthly Allowance,,"$1k- $1,999",4,4,4,4
215,216.0,1/28/2025 11:12:41,Kansas,Wichita,,Sugar Daddy,White / Caucasian,46-55,Divorced,Masters,White / Caucasian,18-25,Open Relationship,High School Diploma,1-3 months,3-4,No,No,Yes,No,No,No,Yes,Pay Per Meet (PPM),$500-$599,,7,7,3,5
216,217.0,2/1/2025 4:00:11,Wisconsin,Milwaukee,,Sugar Daddy,White / Caucasian,36-45,Single,Bachelor Degree,White / Caucasian,18-25,Single,Some College,1-3 months,10+,Yes,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$5k-$5,999",8,8,8,8
217,218.0,2/2/2025 12:06:02,Indiana,Fort Wayne,,Sugar Baby Female,Asian,18-25,Single,Less than High School,White / Caucasian,26-35,Divorced,Doctorate,Less than a month,3-4,Yes,No,Yes,No,Yes,Yes,Yes,Weekly Allowance,< $300,,4,1,4,1
218,219.0,2/4/2025 11:07:00,Ohio,Cleveland,,Sugar Baby Female,White / Caucasian,36-45,Divorced,Some College,White / Caucasian,56-65,Married,Some College,4-6 months,7-8,Yes,No,Yes,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$300-$399,,4,6,1,5
219,220.0,2/6/2025 12:52:40,Ohio,Columbus Ohio,,Sugar Baby Female,White / Caucasian,26-35,Single,Some College,any,46-55,Single,Masters,4-6 months,3-4,No,No,Yes,No,Yes,No,Yes,Monthly Allowance,,"$2k-$2,999",8,7,8,6
220,221.0,2/16/2025 13:10:01,Iowa,Iowa City,,Sugar Baby Female,White / Caucasian,18-25,Separated,Less than High School,White / Caucasian,56-65,Separated,Bachelor Degree,Less than a month,1-2,No,Yes,Yes,Yes,No,Yes,Yes,Weekly Allowance,$400-$499,,6,4,6,6
221,222.0,2/18/2025 3:33:04,Indiana,indianapolis,,Sugar Baby Female,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,36-45,Married,Bachelor Degree,Less than a month,7-8,No,No,No,Yes,No,Yes,Yes,Monthly Allowance,,"$1k- $1,999",6,5,5,5
222,223.0,2/24/2025 0:18:19,Illinois,Chicago,,Sugar Daddy,Black/African Descent,36-45,Married,Some College,Black/African Descent,36-45,Divorced,Bachelor Degree,Less than a month,1-2,No,No,No,Yes,Yes,Yes,Yes,Pay Per Meet (PPM),$700-$799,,5,5,5,5
223,224.0,2/25/2025 21:48:09,Nebraska,Omaha,,Sugar Baby Female,White / Caucasian,26-35,Married,Bachelor Degree,White / Caucasian,36-45,Married,Masters,More than 1 year,1-2,No,Yes,Yes,Yes,No,No,No,Pay Per Meet (PPM),< $300,,7,6,3,3
224,225.0,2/27/2025 13:26:45,Ohio,Ashland,,Sugar Baby Female,White / Caucasian,26-35,Open Relationship,High School Diploma,White / Caucasian,36-45,Open Relationship,Some College,More than 1 year,3-4,Yes,Yes,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$500-$599,,8,7,7,9
225,226.0,2/27/2025 21:29:31,Illinois,Chicago,,Sugar Baby Female,White / Caucasian,26-35,Single,Bachelor Degree,Mixed,36-45,Married,Bachelor Degree,1-3 months,3-4,No,No,Yes,No,Yes,Yes,Yes,Pay Per Meet (PPM),$300-$399,,8,8,8,8
226,227.0,2/28/2025 1:00:50,Illinois,Chicago,,Sugar Daddy,Mixed,56-65,Divorced,Masters,White / Caucasian,18-25,Single,High School Diploma,7-9 months,1-2,No,Yes,Yes,No,Yes,No,Yes,Pay Per Meet (PPM),< $300,,8,10,10,7
